"x","y"
180.83183180150093,738.5291290442026
247.51923802617958,700.1373605639487
364.8563260572163,665.4789131426104
496.50229548544985,629.0478562033221
613.4647889516614,587.8156871398585
732.9999999999998,550.5
864.2999999999992,499.5999999999994
1006.5011074210717,458.03325950526187
1120.5527864045,420.22360679775005
1193.4472135955,368.77639320225
1375.5005349769351,326.9768766193026
1463.8418861169916,375.47434164902523
1479.4642383454427,487.18569533817674
1388.,560.
1266.,653.
1047.999999999999,730.5
908.5357616545573,758.185695338177
699.5,802.9999999999998
478.99999999999454,818.4999999999993
303.46816458878453,798.1755617207941
185.1581138830084,744.4743416490253
